10000
3335,2133
7757,9675
6987,9158
7950,5518
9791,2357
3738,8944
8232,5648
1660,3848
4775,4497
4391,5190
747,5322
6111,504
3410,219
325,1937
6641,3486
7103,5579
8531,4189
9279,8277
3379,120
5667,2867
9996,1814
2166,1621
2776,1788
706,4122
7860,3558
9786,409
776,6742
9679,2384
9320,9692
268,6065
9694,8558
8936,5821
1977,2279
1249,6772
6323,6282
8673,5131
8680,3544
1498,7763
2676,1216
8787,849
956,1840
985,5126
7659,3433
5478,8806
1934,9896
9562,3099
1134,3041
374,4595
243,1279
7470,6956
4562,4557
6634,1112
912,5103
3727,6148
3634,4188
8632,4404
45,9283
9985,5201
2702,3285
5344,6627
3912,7728
727,1727
1512,3116
8649,7351
4378,7369
3626,4133
8442,8836
1120,6242
6454,4114
4211,3273
6200,2927
759,3336
4727,9765
4795,6039
9435,1487
1077,5430
9380,3255
7001,9661
4528,7734
9514,9229
3701,4052
1585,9802
6491,1267
7635,5237
9025,5122
1446,6626
8126,3918
1103,8111
3218,8702
5192,6389
1209,3364
7845,1558
4724,7862
2706,7898
627,1885
6309,9885
2422,1081
5921,6504
4783,6662
9673,7781
8584,8854
9395,104
9244,2328
763,6876
343,2881
181,4675
2243,9546
9386,4964
2089,4493
7365,8016
3407,2800
1099,625
8507,5582
2740,5752
8651,8397
5868,6180
5789,3913
1669,2760
8782,9383
8798,4210
7581,3051
8756,7922
2740,3548
6506,8047
5029,1113
924,1331
7797,8000
8652,4677
4827,5433
1681,7881
6733,7904
9462,5964
9125,1397
9640,8963
5222,1458
6785,2076
5384,8661
1919,2830
1111,2519
7676,7513
6690,6150
3001,1212
1287,6131
2017,8694
3533,5891
9763,4609
8009,5938
9825,8689
4132,1444
905,1675
8830,3088
6957,3361
8998,5166
9180,33
9214,9579
1920,8581
657,6203
3076,7226
8024,608
2296,8010
2139,8022
7590,4374
630,6689
7113,7215
6021,2583
2920,8902
6036,618
1657,7835
5428,4462
5047,133
5017,8859
4900,1342
4692,7102
4436,1941
3897,5580
9177,3900
2554,9904
9294,9752
4337,4067
9287,3863
3537,3552
6443,526
7447,48
6420,486
4278,6904
500,2584
115,3771
6480,435
5649,6656
9991,1079
6308,3538
4565,3381
2444,87
3118,7235
3700,962
864,675
6639,7696
3232,672
7111,6352
4141,3357
1977,6210
5392,7056
2005,7231
1654,6250
8532,197
223,4928
4275,7234
9822,1219
9338,4787
6546,429
5719,632
5980,2415
5400,9561
6107,9712
5161,5269
3472,8003
6875,7212
3191,7145
1757,3665
4037,8941
6829,9296
5597,2629
2718,2012
3069,5092
6422,4911
1627,5129
8585,573
1143,1626
2606,4282
264,9951
2686,8758
8426,1875
7316,5441
2166,7039
5109,5308
645,5451
6153,610
8062,8680
8411,2774
2075,2278
2399,8695
5423,5990
3367,9384
3812,7141
8267,9968
9312,4618
9210,1055
389,7713
1324,9992
3394,2139
4879,9116
976,8892
9880,1393
8276,7759
8034,1325
6795,174
2396,4352
116,7658
9016,4736
329,3567
5858,482
360,8504
1608,9870
4636,2870
2005,7681
7021,9
6986,7195
7061,9376
7053,2937
3710,4642
6639,8084
5774,8345
1690,7373
8831,6799
7650,6637
9232,5438
3011,4569
6584,4
8394,6116
5898,4672
9940,1374
4072,5642
7942,8126
6347,8872
3956,9778
5667,1298
8216,4341
5573,2263
2476,7941
763,7481
5197,9843
3693,1317
2938,2639
6514,8964
2067,935
9874,5012
470,9918
6703,5564
5559,854
8286,7582
7013,9443
3059,7587
6893,9860
1336,2618
2585,2885
8690,8526
2393,594
725,2875
9069,415
564,1946
9131,1707
4643,9787
6079,9050
5038,8660
2051,4757
1320,3100
8163,6404
7206,934
489,9228
1151,3299
7149,9799
6513,3531
9476,7202
9236,4272
1380,2605
8332,6267
7305,1346
7093,9084
6037,8372
938,4178
9648,7177
4973,2302
3628,7331
1121,260
4791,4227
1715,4449
1751,1299
6751,4115
1533,8840
983,5675
8026,9592
6433,200
7111,1082
8826,1465
1673,7605
3181,6870
7338,7869
1056,5147
5084,8686
1144,9004
9300,7035
7558,7179
236,6764
2,4029
189,1428
7902,8491
4421,6319
2873,1183
107,4938
7024,136
3648,6769
4612,1699
3159,5783
1215,1119
1848,7652
3023,1411
4031,4996
1484,347
2508,71
4691,7538
3309,4435
5391,2948
383,5590
683,2138
8118,6385
7144,595
1302,8753
3104,4473
6397,7115
3802,9706
8019,5267
8665,4732
9263,172
470,1761
6050,6666
6579,8855
9809,8239
4592,9783
6190,681
5389,3142
1336,8621
7342,2186
6580,3639
4416,1399
2204,4789
4837,9680
9184,1850
3795,8272
4081,49
8008,8713
5400,6516
4425,5123
5963,6509
2719,478
973,3627
3931,4499
2697,6091
6292,1424
7786,7577
7181,4583
1180,2094
1237,5524
4467,5334
404,9262
2785,218
7647,3003
1872,5262
6425,1831
6212,484
8261,6572
7414,2908
8396,2212
6421,7470
3207,8721
8425,418
368,6995
8990,7700
7074,3287
3076,777
9360,9755
9272,838
353,2393
6448,4306
8501,6480
2879,5728
6599,3182
2996,6861
9029,6878
2579,3861
356,5193
6780,961
5459,1799
8400,2197
181,9698
3161,5381
4716,5717
5149,4957
940,6403
6201,4722
6301,5674
1876,9498
963,3017
146,6614
2432,2954
4865,5285
8483,6185
9059,9739
6360,4657
6763,649
3459,2546
2665,1543
5618,9960
2997,9038
2286,2886
6610,3176
9927,3597
8849,3362
4008,7427
4166,3921
1793,4018
8787,5968
2270,2473
3430,6159
7142,5776
2580,3585
3912,8122
8393,7653
4193,4441
8421,6327
5295,6580
1422,987
8920,1837
7511,8477
665,1442
4800,66
7842,6750
2758,7661
3964,8228
9917,764
8794,7563
6985,2225
4701,3631
3929,5751
505,2580
5495,3632
9863,4423
2915,5488
2777,9725
3163,9148
7562,3941
1900,8323
3240,9801
5372,8644
2439,7278
7261,6401
9697,2642
4916,7644
6426,8
4660,7370
8844,4267
7616,9052
8178,8827
1539,2318
2567,6164
6312,3961
9575,5294
2380,5860
2001,4089
4305,3461
196,6410
9068,1494
8467,6717
2766,9090
5745,1868
3681,6960
3547,2859
6279,1415
1915,3800
1329,3916
3769,5316
8283,7601
3662,1743
9350,3976
7336,7787
4988,6032
378,7803
6264,659
9619,627
5359,8243
9967,1135
3996,900
4096,5923
6383,7406
883,4476
5808,6144
3568,9419
1189,2321
3614,1109
2928,5296
3295,9108
5443,2079
6748,4613
6779,2326
129,5241
5864,3855
6936,5274
1023,9188
5121,2969
1002,2466
3425,5466
6215,3
5745,6202
1058,8068
5202,8062
8522,5730
1928,6593
4010,9104
5155,669
3928,1614
2641,6877
1249,7786
5361,4647
9800,4687
3705,4403
1641,3962
147,1583
4051,7209
4002,680
8651,7495
6508,3445
9165,9500
8669,9900
9826,2235
592,937
540,6166
4447,363
3367,5570
3777,5971
6639,3622
8297,1460
7711,8778
1852,922
4765,2092
1749,7341
2472,364
9966,2204
8402,4590
846,828
2862,1009
4026,4728
3776,1739
5385,9496
4587,7048
4410,5007
1030,17
8018,2505
116,7393
6376,8813
3308,5612
3576,2492
8296,7958
5817,5275
770,4470
4153,3045
2773,157
501,1319
1412,4992
4950,7610
8012,4107
8590,4150
2930,8731
8038,8850
9074,629
1249,3490
4242,1686
856,6672
9485,5505
611,3662
8459,7547
2156,5854
2377,9033
5009,381
4496,2550
2668,1262
2300,8219
4069,945
1499,4861
4086,3274
524,8847
3702,7342
1927,4851
7001,9016
7836,6167
6073,1933
3732,1693
7722,7430
9279,8521
3891,1201
7733,9327
1107,9966
5799,80
8309,509
8829,4162
2109,5529
186,8706
5827,8834
6005,2998
2597,8242
315,9535
8997,7055
4181,3434
9436,7592
9434,6657
5540,6963
5487,1812
869,9509
7303,7222
7932,9306
589,7810
8583,2365
3969,805
2844,812
5672,9323
7704,5562
1336,5727
7944,4847
354,4017
5915,3286
7596,811
8315,9914
25,3423
8993,6697
