100
3,27
20,50
4,21
97,1
24,41
75,12
35,73
97,95
55,68
89,33
51,91
22,19
98,55
61,58
28,44
48,72
46,77
9,56
78,70
80,82
28,97
6,35
26,28
17,88
46,93
63,87
75,3
98,39
0,34
16,65
36,92
4,54
90,52
89,5
71,86
15,69
62,48
46,94
63,67
75,78
24,84
98,30
31,43
13,4
59,75
90,89
74,23
83,18
79,9
83,57
24,76
17,42
53,81
11,17
74,32
63,2
40,29
85,10
40,83
47,79
15,85
49,46
36,71
13,0
24,38
62,61
26,74
47,99
80,16
20,36
59,66
13,40
26,31
7,24
25,59
26,62
8,60
63,90
20,25
64,37
51,53
80,63
6,7
98,51
15,22
26,47
6,14
45,13
96,15
6,64
49,26
45,20
96,8
80,45
98,49
6,11
98,80
96,6
98,96
